superstructure	tag	structure
	CONT	https://gedcom.io/terms/v7/CONT
	FAM	https://gedcom.io/terms/v5.5.1/record-FAM
	FAM	https://gedcom.io/terms/v7.1/record-FAM
	FAM	https://gedcom.io/terms/v7/record-FAM
	HEAD	https://gedcom.io/terms/v5.5.1/HEAD
	HEAD	https://gedcom.io/terms/v7.1/HEAD
	HEAD	https://gedcom.io/terms/v7/HEAD
	INDI	https://gedcom.io/terms/v5.5.1/record-INDI
	INDI	https://gedcom.io/terms/v7.1/record-INDI
	INDI	https://gedcom.io/terms/v7/record-INDI
	NOTE	https://gedcom.io/terms/v5.5.1/record-NOTE
	OBJE	https://gedcom.io/terms/v5.5.1/record-OBJE
	OBJE	https://gedcom.io/terms/v7.1/record-OBJE
	OBJE	https://gedcom.io/terms/v7/record-OBJE
	REPO	https://gedcom.io/terms/v5.5.1/record-REPO
	REPO	https://gedcom.io/terms/v7.1/record-REPO
	REPO	https://gedcom.io/terms/v7/record-REPO
	SNOTE	https://gedcom.io/terms/v7.1/record-SNOTE
	SNOTE	https://gedcom.io/terms/v7/record-SNOTE
	SOUR	https://gedcom.io/terms/v5.5.1/record-SOUR
	SOUR	https://gedcom.io/terms/v7.1/record-SOUR
	SOUR	https://gedcom.io/terms/v7/record-SOUR
	SUBM	https://gedcom.io/terms/v5.5.1/record-SUBM
	SUBM	https://gedcom.io/terms/v7.1/record-SUBM
	SUBM	https://gedcom.io/terms/v7/record-SUBM
	SUBN	https://gedcom.io/terms/v5.5.1/record-SUBN
	TRLR	https://gedcom.io/terms/v5.5.1/TRLR
	TRLR	https://gedcom.io/terms/v7/TRLR
	_CENR	https://armidalesoftware.com/issue/tags/record-CENR.htm
https://armidalesoftware.com/issue/tags/AGE.htm	NCHI	https://gedcom.io/terms/v5.5.1/FAM-NCHI
https://armidalesoftware.com/issue/tags/AGE.htm	_AGER	https://armidalesoftware.com/issue/tags/AGER.htm
https://armidalesoftware.com/issue/tags/FATH.htm	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://armidalesoftware.com/issue/tags/FATH.htm	BIRT	https://gedcom.io/terms/v5.5.1/BIRT
https://armidalesoftware.com/issue/tags/FATH.htm	FACT	https://gedcom.io/terms/v5.5.1/FACT
https://armidalesoftware.com/issue/tags/FATH.htm	MARR	https://gedcom.io/terms/v5.5.1/MARR
https://armidalesoftware.com/issue/tags/FATH.htm	OCCU	https://gedcom.io/terms/v5.5.1/OCCU
https://armidalesoftware.com/issue/tags/INDI.htm	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://armidalesoftware.com/issue/tags/INDI.htm	BIRT	https://gedcom.io/terms/v5.5.1/BIRT
https://armidalesoftware.com/issue/tags/INDI.htm	FACT	https://gedcom.io/terms/v5.5.1/FACT
https://armidalesoftware.com/issue/tags/INDI.htm	FATH	https://armidalesoftware.com/issue/tags/FATH.htm
https://armidalesoftware.com/issue/tags/INDI.htm	MOTH	https://armidalesoftware.com/issue/tags/MOTH.htm
https://armidalesoftware.com/issue/tags/INDI.htm	NAME	https://gedcom.io/terms/v5.5.1/INDI-NAME
https://armidalesoftware.com/issue/tags/INDI.htm	OCCU	https://gedcom.io/terms/v5.5.1/OCCU
https://armidalesoftware.com/issue/tags/INDI.htm	ROLE	https://gedcom.io/terms/v5.5.1/ROLE
https://armidalesoftware.com/issue/tags/INDI.htm	SEX	https://gedcom.io/terms/v5.5.1/SEX
https://armidalesoftware.com/issue/tags/INDI.htm	_MSTAT	https://armidalesoftware.com/issue/tags/MSTAT.htm
https://armidalesoftware.com/issue/tags/MOTH.htm	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://armidalesoftware.com/issue/tags/MOTH.htm	BIRT	https://gedcom.io/terms/v5.5.1/BIRT
https://armidalesoftware.com/issue/tags/MOTH.htm	FACT	https://gedcom.io/terms/v5.5.1/FACT
https://armidalesoftware.com/issue/tags/MOTH.htm	MARR	https://gedcom.io/terms/v5.5.1/MARR
https://armidalesoftware.com/issue/tags/MOTH.htm	OCCU	https://gedcom.io/terms/v5.5.1/OCCU
https://armidalesoftware.com/issue/tags/SEX.htm	AGE	https://armidalesoftware.com/issue/tags/AGE.htm
https://armidalesoftware.com/issue/tags/SEX.htm	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://armidalesoftware.com/issue/tags/record-CENR.htm	CHAN	https://gedcom.io/terms/v5.5.1/CHAN
https://armidalesoftware.com/issue/tags/record-CENR.htm	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://armidalesoftware.com/issue/tags/record-CENR.htm	INDI	https://armidalesoftware.com/issue/tags/INDI.htm
https://armidalesoftware.com/issue/tags/record-CENR.htm	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://armidalesoftware.com/issue/tags/record-CENR.htm	SEX	https://armidalesoftware.com/issue/tags/SEX.htm
https://armidalesoftware.com/issue/tags/record-CENR.htm	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://armidalesoftware.com/issue/tags/record-CENR.htm	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://armidalesoftware.com/issue/tags/record-CENR.htm	_SCHD	https://armidalesoftware.com/issue/tags/SCHD.htm
https://gedcom.io/terms/v5.5.1/ADDR	ADR1	https://gedcom.io/terms/v5.5.1/ADR1
https://gedcom.io/terms/v5.5.1/ADDR	ADR2	https://gedcom.io/terms/v5.5.1/ADR2
https://gedcom.io/terms/v5.5.1/ADDR	ADR3	https://gedcom.io/terms/v5.5.1/ADR3
https://gedcom.io/terms/v5.5.1/ADDR	CITY	https://gedcom.io/terms/v5.5.1/CITY
https://gedcom.io/terms/v5.5.1/ADDR	CTRY	https://gedcom.io/terms/v5.5.1/CTRY
https://gedcom.io/terms/v5.5.1/ADDR	POST	https://gedcom.io/terms/v5.5.1/POST
https://gedcom.io/terms/v5.5.1/ADDR	STAE	https://gedcom.io/terms/v5.5.1/STAE
https://gedcom.io/terms/v5.5.1/AGE	_AGER	https://armidalesoftware.com/issue/tags/AGER.htm
https://gedcom.io/terms/v5.5.1/ANUL	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/ANUL	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/ANUL	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/ANUL	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/ANUL	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/ANUL	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/ANUL	HUSB	https://gedcom.io/terms/v5.5.1/HUSB-NULL
https://gedcom.io/terms/v5.5.1/ANUL	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/ANUL	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/ANUL	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/ANUL	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/ANUL	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/ANUL	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/ANUL	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/ANUL	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/ANUL	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/ANUL	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/ANUL	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/ANUL	WIFE	https://gedcom.io/terms/v5.5.1/WIFE-NULL
https://gedcom.io/terms/v5.5.1/ANUL	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/ASSO	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/ASSO	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/ASSO	RELA	https://gedcom.io/terms/v5.5.1/RELA
https://gedcom.io/terms/v5.5.1/ASSO	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/ASSO	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BAPL	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_LDS_ORD
https://gedcom.io/terms/v5.5.1/BAPL	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/BAPL	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/BAPL	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_LIVING_ORDINANCE
https://gedcom.io/terms/v5.5.1/BAPL	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/BAPL	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BAPL	STAT	https://gedcom.io/terms/v5.5.1/STAT-LDS_BAPTISM_DATE_STATUS
https://gedcom.io/terms/v5.5.1/BAPL	TEMP	https://gedcom.io/terms/v5.5.1/TEMP
https://gedcom.io/terms/v5.5.1/BAPM	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/BAPM	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/BAPM	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/BAPM	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/BAPM	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/BAPM	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/BAPM	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/BAPM	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/BAPM	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/BAPM	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/BAPM	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/BAPM	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/BAPM	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/BAPM	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/BAPM	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/BAPM	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/BAPM	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BAPM	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/BAPM	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/BARM	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/BARM	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/BARM	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/BARM	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/BARM	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/BARM	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/BARM	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/BARM	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/BARM	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/BARM	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/BARM	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/BARM	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/BARM	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/BARM	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/BARM	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/BARM	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/BARM	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BARM	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/BARM	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/BASM	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/BASM	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/BASM	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/BASM	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/BASM	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/BASM	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/BASM	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/BASM	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/BASM	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/BASM	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/BASM	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/BASM	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/BASM	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/BASM	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/BASM	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/BASM	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/BASM	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BASM	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/BASM	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/BIRT	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/BIRT	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/BIRT	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/BIRT	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/BIRT	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/BIRT	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/BIRT	FAMC	https://gedcom.io/terms/v5.5.1/FAMC-XREF_FAM
https://gedcom.io/terms/v5.5.1/BIRT	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/BIRT	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/BIRT	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/BIRT	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/BIRT	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/BIRT	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/BIRT	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/BIRT	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/BIRT	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/BIRT	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/BIRT	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BIRT	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/BIRT	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/BIRT	_CENR	https://armidalesoftware.com/issue/tags/CENR.htm
https://gedcom.io/terms/v5.5.1/BLES	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/BLES	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/BLES	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/BLES	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/BLES	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/BLES	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/BLES	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/BLES	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/BLES	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/BLES	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/BLES	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/BLES	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/BLES	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/BLES	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/BLES	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/BLES	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/BLES	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BLES	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/BLES	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/BURI	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/BURI	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/BURI	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/BURI	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/BURI	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/BURI	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/BURI	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/BURI	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/BURI	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/BURI	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/BURI	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/BURI	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/BURI	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/BURI	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/BURI	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/BURI	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/BURI	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/BURI	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/BURI	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/CALN	MEDI	https://gedcom.io/terms/v5.5.1/MEDI
https://gedcom.io/terms/v5.5.1/CAST	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/CAST	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/CAST	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/CAST	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/CAST	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/CAST	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/CAST	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/CAST	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/CAST	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/CAST	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/CAST	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
https://gedcom.io/terms/v5.5.1/CAST	PHON	https://gedcom.io/terms/v5.5.1/PHON
https://gedcom.io/terms/v5.5.1/CAST	PLAC	https://gedcom.io/terms/v5.5.1/PLAC-PLACE_NAME
https://gedcom.io/terms/v5.5.1/CAST	RELI	https://gedcom.io/terms/v5.5.1/RELI-RELIGIOUS_AFFILIATION
https://gedcom.io/terms/v5.5.1/CAST	RESN	https://gedcom.io/terms/v5.5.1/RESN
https://gedcom.io/terms/v5.5.1/CAST	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-SOURCE_DESCRIPTION
https://gedcom.io/terms/v5.5.1/CAST	SOUR	https://gedcom.io/terms/v5.5.1/SOUR-XREF_SOUR
https://gedcom.io/terms/v5.5.1/CAST	TYPE	https://gedcom.io/terms/v5.5.1/TYPE-EVENT_OR_FACT_CLASSIFICATION
https://gedcom.io/terms/v5.5.1/CAST	WWW	https://gedcom.io/terms/v5.5.1/WWW
https://gedcom.io/terms/v5.5.1/CHAN	DATE	https://gedcom.io/terms/v5.5.1/CHAN-DATE
https://gedcom.io/terms/v5.5.1/CHAN	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/CHAN	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/CHAN-DATE	TIME	https://gedcom.io/terms/v5.5.1/TIME
https://gedcom.io/terms/v5.5.1/CHAR	VERS	https://gedcom.io/terms/v5.5.1/VERS
https://gedcom.io/terms/v5.5.1/CHR	ADDR	https://gedcom.io/terms/v5.5.1/ADDR
https://gedcom.io/terms/v5.5.1/CHR	AGE	https://gedcom.io/terms/v5.5.1/AGE
https://gedcom.io/terms/v5.5.1/CHR	AGNC	https://gedcom.io/terms/v5.5.1/AGNC
https://gedcom.io/terms/v5.5.1/CHR	CAUS	https://gedcom.io/terms/v5.5.1/CAUS
https://gedcom.io/terms/v5.5.1/CHR	DATE	https://gedcom.io/terms/v5.5.1/DATE-DATE_VALUE
https://gedcom.io/terms/v5.5.1/CHR	EMAIL	https://gedcom.io/terms/v5.5.1/EMAIL
https://gedcom.io/terms/v5.5.1/CHR	FAMC	https://gedcom.io/terms/v5.5.1/FAMC-XREF_FAM
https://gedcom.io/terms/v5.5.1/CHR	FAX	https://gedcom.io/terms/v5.5.1/FAX
https://gedcom.io/terms/v5.5.1/CHR	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-SUBMITTER_TEXT_OR_NULL
https://gedcom.io/terms/v5.5.1/CHR	NOTE	https://gedcom.io/terms/v5.5.1/NOTE-XREF_NOTE
https://gedcom.io/terms/v5.5.1/CHR	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-NULL
https://gedcom.io/terms/v5.5.1/CHR	OBJE	https://gedcom.io/terms/v5.5.1/OBJE-XREF_OBJE
